,G,flip,p1,post,pre,z
96597,True,0,0.63,16,16.37,16
96598,False,1,0.63,15,15.0,15
96599,False,1,0.63,15,15.0,15
96600,False,1,0.63,15,15.0,15
96601,False,1,0.63,15,15.0,15
96602,False,1,0.63,15,15.0,15
96603,False,1,0.63,15,15.0,15
96604,False,1,0.63,15,15.0,15
96605,True,0,0.63,16,16.37,16
96606,True,0,0.63,16,16.37,16
96607,True,0,0.63,16,16.37,16
96608,False,1,0.63,15,15.0,15
96609,False,1,0.63,15,15.0,15
96610,False,1,0.63,15,15.0,15
96611,True,0,0.63,16,16.37,16
96612,False,1,0.63,15,15.0,15
96613,False,1,0.63,15,15.0,15
96614,False,1,0.63,15,15.0,15
96615,True,0,0.63,16,16.37,16
96616,False,1,0.63,15,15.0,15
96617,False,1,0.63,15,15.0,15
96618,True,0,0.63,16,16.37,16
96619,True,0,0.63,16,16.37,16
96620,True,0,0.63,16,16.37,16
96621,True,0,0.63,16,16.37,16
96622,True,0,0.63,16,16.37,16
96623,True,0,0.63,16,16.37,16
96624,True,0,0.63,16,16.37,16
96625,False,1,0.63,15,15.0,15
96626,False,1,0.63,15,15.0,15
96627,False,1,0.63,15,15.0,15
96628,True,0,0.63,16,16.37,16
96629,True,0,0.63,16,16.37,16
96630,False,1,0.63,15,15.0,15
96631,True,0,0.63,16,16.37,16
96632,True,0,0.63,16,16.37,16
96633,True,0,0.63,16,16.37,16
96634,False,1,0.63,15,15.0,15
96635,False,1,0.63,15,15.0,15
96636,True,0,0.63,16,16.37,16
96637,False,1,0.63,15,15.0,15
96638,False,1,0.63,15,15.0,15
96639,False,1,0.63,15,15.0,15
96640,False,1,0.63,15,15.0,15
96641,True,0,0.63,16,16.37,16
96642,False,1,0.63,15,15.0,15
96643,True,0,0.63,16,16.37,16
96644,True,0,0.63,16,16.37,16
96645,True,0,0.63,16,16.37,16
96646,False,1,0.63,15,15.0,15
96647,False,1,0.63,15,15.0,15
96648,False,1,0.63,15,15.0,15
96649,False,1,0.63,15,15.0,15
96650,True,0,0.63,16,16.37,16
96651,False,1,0.63,15,15.0,15
96652,True,0,0.63,16,16.37,16
96653,True,0,0.63,16,16.37,16
96654,False,1,0.63,15,15.0,15
96655,True,0,0.63,16,16.37,16
96656,False,1,0.63,15,15.0,15
96657,True,0,0.63,16,16.37,16
96658,False,1,0.63,15,15.0,15
96659,False,1,0.63,15,15.0,15
96660,True,0,0.63,16,16.37,16
96661,True,0,0.63,16,16.37,16
96662,False,1,0.63,15,15.0,15
96663,True,0,0.63,16,16.37,16
96664,False,1,0.63,15,15.0,15
96665,True,0,0.63,16,16.37,16
96666,True,0,0.63,16,16.37,16
96667,True,0,0.63,16,16.37,16
96668,True,0,0.63,16,16.37,16
96669,True,0,0.63,16,16.37,16
96670,True,0,0.63,16,16.37,16
96671,False,1,0.63,15,15.0,15
96672,False,1,0.63,15,15.0,15
96673,True,0,0.63,16,16.37,16
96674,False,1,0.63,15,15.0,15
96675,False,1,0.63,15,15.0,15
96676,False,1,0.63,15,15.0,15
96677,False,1,0.63,15,15.0,15
96678,False,1,0.63,15,15.0,15
96679,False,1,0.63,15,15.0,15
96680,False,1,0.63,15,15.0,15
96681,True,0,0.63,16,16.37,16
96682,True,0,0.63,16,16.37,16
96683,False,1,0.63,15,15.0,15
96684,True,0,0.63,16,16.37,16
96685,False,1,0.63,15,15.0,15
96686,True,0,0.63,16,16.37,16
96687,True,0,0.63,16,16.37,16
96688,True,0,0.63,16,16.37,16
96689,False,1,0.63,15,15.0,15
96690,False,1,0.63,15,15.0,15
96691,False,1,0.63,15,15.0,15
96692,False,1,0.63,15,15.0,15
96693,True,0,0.63,16,16.37,16
96694,True,0,0.63,16,16.37,16
96695,True,0,0.63,16,16.37,16
96696,False,1,0.63,15,15.0,15
96697,True,0,0.63,16,16.37,16
96698,False,1,0.63,15,15.0,15
96699,False,1,0.63,15,15.0,15
96700,False,1,0.63,15,15.0,15
96701,False,1,0.63,15,15.0,15
96702,False,1,0.63,15,15.0,15
96703,True,0,0.63,16,16.37,16
96704,False,1,0.63,15,15.0,15
96705,True,0,0.63,16,16.37,16
96706,False,1,0.63,15,15.0,15
96707,False,1,0.63,15,15.0,15
96708,False,1,0.63,15,15.0,15
96709,False,1,0.63,15,15.0,15
96710,False,1,0.63,15,15.0,15
96711,False,1,0.63,15,15.0,15
96712,True,0,0.63,16,16.37,16
96713,True,0,0.63,16,16.37,16
96714,True,0,0.63,16,16.37,16
96715,False,1,0.63,15,15.0,15
96716,False,1,0.63,15,15.0,15
96717,True,0,0.63,16,16.37,16
96718,False,1,0.63,15,15.0,15
96719,True,0,0.63,16,16.37,16
96720,False,1,0.63,15,15.0,15
96721,False,1,0.63,15,15.0,15
96722,False,1,0.63,15,15.0,15
96723,True,0,0.63,16,16.37,16
96724,False,1,0.63,15,15.0,15
96725,False,1,0.63,15,15.0,15
96726,True,0,0.63,16,16.37,16
96727,False,1,0.63,15,15.0,15
96728,True,0,0.63,16,16.37,16
96729,False,1,0.63,15,15.0,15
96730,False,1,0.63,15,15.0,15
96731,False,1,0.63,15,15.0,15
96732,True,0,0.63,16,16.37,16
96733,True,0,0.63,16,16.37,16
96734,True,0,0.63,16,16.37,16
96735,True,0,0.63,16,16.37,16
96736,False,1,0.63,15,15.0,15
96737,False,1,0.63,15,15.0,15
96738,True,0,0.63,16,16.37,16
96739,False,1,0.63,15,15.0,15
96740,False,1,0.63,15,15.0,15
96741,False,1,0.63,15,15.0,15
96742,False,1,0.63,15,15.0,15
96743,False,1,0.63,15,15.0,15
96744,False,1,0.63,15,15.0,15
96745,False,1,0.63,15,15.0,15
96746,True,0,0.63,16,16.37,16
96747,True,0,0.63,16,16.37,16
96748,False,1,0.63,15,15.0,15
96749,True,0,0.63,16,16.37,16
96750,False,1,0.63,15,15.0,15
96751,False,1,0.63,15,15.0,15
96752,False,1,0.63,15,15.0,15
96753,False,1,0.63,15,15.0,15
96754,False,1,0.63,15,15.0,15
96755,False,1,0.63,15,15.0,15
96756,True,0,0.63,16,16.37,16
96757,False,1,0.63,15,15.0,15
96758,False,1,0.63,15,15.0,15
96759,False,1,0.63,15,15.0,15
96760,False,1,0.63,15,15.0,15
96761,False,1,0.63,15,15.0,15
96762,False,1,0.63,15,15.0,15
96763,False,1,0.63,15,15.0,15
96764,True,0,0.63,16,16.37,16
96765,False,1,0.63,15,15.0,15
96766,False,1,0.63,15,15.0,15
96767,False,1,0.63,15,15.0,15
96768,False,1,0.63,15,15.0,15
96769,True,0,0.63,16,16.37,16
96770,False,1,0.63,15,15.0,15
96771,False,1,0.63,15,15.0,15
96772,False,1,0.63,15,15.0,15
96773,False,1,0.63,15,15.0,15
96774,True,0,0.63,16,16.37,16
96775,False,1,0.63,15,15.0,15
96776,True,0,0.63,16,16.37,16
96777,False,1,0.63,15,15.0,15
96778,False,1,0.63,15,15.0,15
96779,True,0,0.63,16,16.37,16
96780,False,1,0.63,15,15.0,15
96781,False,1,0.63,15,15.0,15
96782,False,1,0.63,15,15.0,15
96783,False,1,0.63,15,15.0,15
96784,True,0,0.63,16,16.37,16
96785,True,0,0.63,16,16.37,16
96786,False,1,0.63,15,15.0,15
96787,False,1,0.63,15,15.0,15
96788,True,0,0.63,16,16.37,16
96789,True,0,0.63,16,16.37,16
96790,True,0,0.63,16,16.37,16
96791,False,1,0.63,15,15.0,15
96792,False,1,0.63,15,15.0,15
96793,True,0,0.63,16,16.37,16
96794,True,0,0.63,16,16.37,16
96795,False,1,0.63,15,15.0,15
96796,True,0,0.63,16,16.37,16
96797,True,0,0.63,16,16.37,16
96798,True,0,0.63,16,16.37,16
96799,True,0,0.63,16,16.37,16
96800,False,1,0.63,15,15.0,15
96801,True,0,0.63,16,16.37,16
96802,False,1,0.63,15,15.0,15
96803,True,0,0.63,16,16.37,16
96804,True,0,0.63,16,16.37,16
96805,True,0,0.63,16,16.37,16
96806,False,1,0.63,15,15.0,15
96807,True,0,0.63,16,16.37,16
96808,True,0,0.63,16,16.37,16
96809,True,0,0.63,16,16.37,16
96810,True,0,0.63,16,16.37,16
96811,False,1,0.63,15,15.0,15
96812,False,1,0.63,15,15.0,15
96813,True,0,0.63,16,16.37,16
96814,False,1,0.63,15,15.0,15
96815,True,0,0.63,16,16.37,16
96816,True,0,0.63,16,16.37,16
96817,False,1,0.63,15,15.0,15
96818,False,1,0.63,15,15.0,15
96819,True,0,0.63,16,16.37,16
96820,False,1,0.63,15,15.0,15
96821,False,1,0.63,15,15.0,15
96822,False,1,0.63,15,15.0,15
96823,False,1,0.63,15,15.0,15
96824,False,1,0.63,15,15.0,15
96825,True,0,0.63,16,16.37,16
96826,False,1,0.63,15,15.0,15
96827,True,0,0.63,16,16.37,16
96828,True,0,0.63,16,16.37,16
96829,True,0,0.63,16,16.37,16
96830,True,0,0.63,16,16.37,16
96831,False,1,0.63,15,15.0,15
96832,True,0,0.63,16,16.37,16
96833,True,0,0.63,16,16.37,16
96834,False,1,0.63,15,15.0,15
96835,True,0,0.63,16,16.37,16
96836,True,0,0.63,16,16.37,16
96837,False,1,0.63,15,15.0,15
96838,False,1,0.63,15,15.0,15
96839,False,1,0.63,15,15.0,15
96840,False,1,0.63,15,15.0,15
96841,True,0,0.63,16,16.37,16
96842,True,0,0.63,16,16.37,16
96843,True,0,0.63,16,16.37,16
96844,False,1,0.63,15,15.0,15
96845,False,1,0.63,15,15.0,15
96846,False,1,0.63,15,15.0,15
96847,False,1,0.63,15,15.0,15
96848,True,0,0.63,16,16.37,16
96849,False,1,0.63,15,15.0,15
96850,True,0,0.63,16,16.37,16
96851,True,0,0.63,16,16.37,16
96852,False,1,0.63,15,15.0,15
96853,False,1,0.63,15,15.0,15
96854,False,1,0.63,15,15.0,15
96855,False,1,0.63,15,15.0,15
96856,True,0,0.63,16,16.37,16
96857,False,1,0.63,15,15.0,15
96858,True,0,0.63,16,16.37,16
96859,True,0,0.63,16,16.37,16
96860,True,0,0.63,16,16.37,16
96861,True,0,0.63,16,16.37,16
96862,False,1,0.63,15,15.0,15
96863,False,1,0.63,15,15.0,15
96864,False,1,0.63,15,15.0,15
96865,True,0,0.63,16,16.37,16
96866,False,1,0.63,15,15.0,15
96867,True,0,0.63,16,16.37,16
96868,False,1,0.63,15,15.0,15
96869,False,1,0.63,15,15.0,15
96870,False,1,0.63,15,15.0,15
96871,False,1,0.63,15,15.0,15
96872,True,0,0.63,16,16.37,16
96873,False,1,0.63,15,15.0,15
96874,True,0,0.63,16,16.37,16
96875,False,1,0.63,15,15.0,15
96876,False,1,0.63,15,15.0,15
96877,False,1,0.63,15,15.0,15
96878,True,0,0.63,16,16.37,16
96879,True,0,0.63,16,16.37,16
96880,True,0,0.63,16,16.37,16
96881,False,1,0.63,15,15.0,15
96882,False,1,0.63,15,15.0,15
96883,True,0,0.63,16,16.37,16
96884,False,1,0.63,15,15.0,15
96885,True,0,0.63,16,16.37,16
96886,False,1,0.63,15,15.0,15
96887,False,1,0.63,15,15.0,15
96888,False,1,0.63,15,15.0,15
96889,True,0,0.63,16,16.37,16
96890,True,0,0.63,16,16.37,16
96891,False,1,0.63,15,15.0,15
96892,False,1,0.63,15,15.0,15
96893,True,0,0.63,16,16.37,16
96894,False,1,0.63,15,15.0,15
96895,True,0,0.63,16,16.37,16
96896,False,1,0.63,15,15.0,15
96897,True,0,0.63,16,16.37,16
96898,True,0,0.63,16,16.37,16
96899,True,0,0.63,16,16.37,16
96900,True,0,0.63,16,16.37,16
96901,False,1,0.63,15,15.0,15
96902,False,1,0.63,15,15.0,15
96903,False,1,0.63,15,15.0,15
96904,False,1,0.63,15,15.0,15
96905,True,0,0.63,16,16.37,16
96906,False,1,0.63,15,15.0,15
96907,False,1,0.63,15,15.0,15
96908,False,1,0.63,15,15.0,15
96909,True,0,0.63,16,16.37,16
96910,True,0,0.63,16,16.37,16
96911,False,1,0.63,15,15.0,15
96912,False,1,0.63,15,15.0,15
96913,True,0,0.63,16,16.37,16
96914,True,0,0.63,16,16.37,16
96915,False,1,0.63,15,15.0,15
96916,True,0,0.63,16,16.37,16
96917,False,1,0.63,15,15.0,15
96918,True,0,0.63,16,16.37,16
96919,False,1,0.63,15,15.0,15
96920,True,0,0.63,16,16.37,16
96921,True,0,0.63,16,16.37,16
96922,False,1,0.63,15,15.0,15
96923,False,1,0.63,15,15.0,15
96924,False,1,0.63,15,15.0,15
96925,True,0,0.63,16,16.37,16
96926,False,1,0.63,15,15.0,15
96927,False,1,0.63,15,15.0,15
96928,False,1,0.63,15,15.0,15
96929,False,1,0.63,15,15.0,15
96930,False,1,0.63,15,15.0,15
96931,False,1,0.63,15,15.0,15
96932,False,1,0.63,15,15.0,15
96933,True,0,0.63,16,16.37,16
96934,False,1,0.63,15,15.0,15
96935,False,1,0.63,15,15.0,15
96936,False,1,0.63,15,15.0,15
96937,True,0,0.63,16,16.37,16
96938,True,0,0.63,16,16.37,16
96939,False,1,0.63,15,15.0,15
96940,False,1,0.63,15,15.0,15
96941,True,0,0.63,16,16.37,16
96942,False,1,0.63,15,15.0,15
96943,True,0,0.63,16,16.37,16
96944,False,1,0.63,15,15.0,15
96945,False,1,0.63,15,15.0,15
96946,False,1,0.63,15,15.0,15
96947,False,1,0.63,15,15.0,15
96948,False,1,0.63,15,15.0,15
96949,True,0,0.63,16,16.37,16
96950,True,0,0.63,16,16.37,16
96951,True,0,0.63,16,16.37,16
96952,False,1,0.63,15,15.0,15
96953,False,1,0.63,15,15.0,15
96954,False,1,0.63,15,15.0,15
96955,False,1,0.63,15,15.0,15
96956,False,1,0.63,15,15.0,15
96957,False,1,0.63,15,15.0,15
96958,False,1,0.63,15,15.0,15
96959,True,0,0.63,16,16.37,16
96960,False,1,0.63,15,15.0,15
96961,False,1,0.63,15,15.0,15
96962,False,1,0.63,15,15.0,15
96963,False,1,0.63,15,15.0,15
96964,True,0,0.63,16,16.37,16
96965,False,1,0.63,15,15.0,15
96966,True,0,0.63,16,16.37,16
96967,False,1,0.63,15,15.0,15
96968,False,1,0.63,15,15.0,15
96969,True,0,0.63,16,16.37,16
96970,True,0,0.63,16,16.37,16
96971,False,1,0.63,15,15.0,15
96972,False,1,0.63,15,15.0,15
96973,True,0,0.63,16,16.37,16
96974,True,0,0.63,16,16.37,16
96975,True,0,0.63,16,16.37,16
96976,False,1,0.63,15,15.0,15
96977,True,0,0.63,16,16.37,16
96978,True,0,0.63,16,16.37,16
96979,False,1,0.63,15,15.0,15
96980,False,1,0.63,15,15.0,15
96981,False,1,0.63,15,15.0,15
96982,False,1,0.63,15,15.0,15
96983,False,1,0.63,15,15.0,15
96984,True,0,0.63,16,16.37,16
96985,True,0,0.63,16,16.37,16
96986,True,0,0.63,16,16.37,16
96987,False,1,0.63,15,15.0,15
96988,True,0,0.63,16,16.37,16
96989,False,1,0.63,15,15.0,15
96990,True,0,0.63,16,16.37,16
96991,False,1,0.63,15,15.0,15
96992,True,0,0.63,16,16.37,16
96993,False,1,0.63,15,15.0,15
96994,False,1,0.63,15,15.0,15
96995,False,1,0.63,15,15.0,15
96996,True,0,0.63,16,16.37,16
96997,True,0,0.63,16,16.37,16
96998,False,1,0.63,15,15.0,15
96999,True,0,0.63,16,16.37,16
97000,False,1,0.06,1,1.0,1
97001,True,0,0.06,2,2.94,2
97002,True,0,0.06,2,2.94,2
97003,True,0,0.06,2,2.94,2
97004,True,0,0.06,2,2.94,2
97005,True,0,0.06,2,2.94,2
97006,False,1,0.06,1,1.0,1
97007,True,0,0.06,2,2.94,2
97008,True,0,0.06,2,2.94,2
97009,True,0,0.06,2,2.94,2
97010,True,0,0.06,2,2.94,2
97011,True,0,0.06,2,2.94,2
97012,True,0,0.06,2,2.94,2
97013,False,1,0.06,1,1.0,1
97014,True,0,0.06,2,2.94,2
97015,True,0,0.06,2,2.94,2
97016,True,0,0.06,2,2.94,2
97017,True,0,0.06,2,2.94,2
97018,True,0,0.06,2,2.94,2
97019,False,1,0.06,1,1.0,1
97020,True,0,0.06,2,2.94,2
97021,True,0,0.06,2,2.94,2
97022,True,0,0.06,2,2.94,2
97023,True,0,0.06,2,2.94,2
97024,True,0,0.06,2,2.94,2
97025,True,0,0.06,2,2.94,2
97026,True,0,0.06,2,2.94,2
97027,True,0,0.06,2,2.94,2
97028,True,0,0.06,2,2.94,2
97029,True,0,0.06,2,2.94,2
97030,True,0,0.06,2,2.94,2
97031,True,0,0.06,2,2.94,2
97032,True,0,0.06,2,2.94,2
97033,True,0,0.06,2,2.94,2
97034,True,0,0.06,2,2.94,2
97035,True,0,0.06,2,2.94,2
97036,True,0,0.06,2,2.94,2
97037,True,0,0.06,2,2.94,2
97038,True,0,0.06,2,2.94,2
97039,True,0,0.06,2,2.94,2
97040,True,0,0.06,2,2.94,2
97041,True,0,0.06,2,2.94,2
97042,True,0,0.06,2,2.94,2
97043,True,0,0.06,2,2.94,2
97044,True,0,0.06,2,2.94,2
97045,True,0,0.06,2,2.94,2
97046,True,0,0.06,2,2.94,2
97047,True,0,0.06,2,2.94,2
97048,True,0,0.06,2,2.94,2
97049,True,0,0.06,2,2.94,2
97050,False,1,0.06,1,1.0,1
97051,True,0,0.06,2,2.94,2
97052,True,0,0.06,2,2.94,2
97053,True,0,0.06,2,2.94,2
97054,True,0,0.06,2,2.94,2
97055,True,0,0.06,2,2.94,2
97056,True,0,0.06,2,2.94,2
97057,True,0,0.06,2,2.94,2
97058,True,0,0.06,2,2.94,2
97059,True,0,0.06,2,2.94,2
97060,True,0,0.06,2,2.94,2
97061,True,0,0.06,2,2.94,2
97062,True,0,0.06,2,2.94,2
97063,True,0,0.06,2,2.94,2
97064,True,0,0.06,2,2.94,2
97065,True,0,0.06,2,2.94,2
97066,True,0,0.06,2,2.94,2
97067,True,0,0.06,2,2.94,2
97068,True,0,0.06,2,2.94,2
97069,True,0,0.06,2,2.94,2
97070,True,0,0.06,2,2.94,2
97071,True,0,0.06,2,2.94,2
97072,True,0,0.06,2,2.94,2
97073,True,0,0.06,2,2.94,2
97074,True,0,0.06,2,2.94,2
97075,True,0,0.06,2,2.94,2
97076,True,0,0.06,2,2.94,2
97077,True,0,0.06,2,2.94,2
97078,True,0,0.06,2,2.94,2
97079,True,0,0.06,2,2.94,2
97080,True,0,0.06,2,2.94,2
97081,True,0,0.06,2,2.94,2
97082,True,0,0.06,2,2.94,2
97083,True,0,0.06,2,2.94,2
97084,True,0,0.06,2,2.94,2
97085,True,0,0.06,2,2.94,2
97086,True,0,0.06,2,2.94,2
97087,True,0,0.06,2,2.94,2
97088,True,0,0.06,2,2.94,2
97089,True,0,0.06,2,2.94,2
97090,True,0,0.06,2,2.94,2
97091,False,1,0.06,1,1.0,1
97092,True,0,0.06,2,2.94,2
97093,True,0,0.06,2,2.94,2
97094,True,0,0.06,2,2.94,2
97095,True,0,0.06,2,2.94,2
97096,True,0,0.06,2,2.94,2
97097,True,0,0.06,2,2.94,2
97098,True,0,0.06,2,2.94,2
97099,True,0,0.06,2,2.94,2
97100,True,0,0.06,2,2.94,2
97101,False,1,0.06,1,1.0,1
97102,True,0,0.06,2,2.94,2
97103,True,0,0.06,2,2.94,2
97104,True,0,0.06,2,2.94,2
97105,True,0,0.06,2,2.94,2
97106,True,0,0.06,2,2.94,2
97107,True,0,0.06,2,2.94,2
97108,True,0,0.06,2,2.94,2
97109,True,0,0.06,2,2.94,2
97110,True,0,0.06,2,2.94,2
97111,True,0,0.06,2,2.94,2
97112,True,0,0.06,2,2.94,2
97113,False,1,0.06,1,1.0,1
97114,True,0,0.06,2,2.94,2
97115,True,0,0.06,2,2.94,2
97116,True,0,0.06,2,2.94,2
97117,True,0,0.06,2,2.94,2
97118,True,0,0.06,2,2.94,2
97119,True,0,0.06,2,2.94,2
97120,True,0,0.06,2,2.94,2
97121,True,0,0.06,2,2.94,2
97122,False,1,0.06,1,1.0,1
97123,True,0,0.06,2,2.94,2
97124,True,0,0.06,2,2.94,2
97125,True,0,0.06,2,2.94,2
97126,True,0,0.06,2,2.94,2
97127,True,0,0.06,2,2.94,2
97128,True,0,0.06,2,2.94,2
97129,True,0,0.06,2,2.94,2
97130,True,0,0.06,2,2.94,2
97131,True,0,0.06,2,2.94,2
97132,True,0,0.06,2,2.94,2
97133,True,0,0.06,2,2.94,2
97134,True,0,0.06,2,2.94,2
97135,True,0,0.06,2,2.94,2
97136,True,0,0.06,2,2.94,2
97137,True,0,0.06,2,2.94,2
97138,True,0,0.06,2,2.94,2
97139,True,0,0.06,2,2.94,2
97140,False,1,0.06,1,1.0,1
97141,True,0,0.06,2,2.94,2
97142,True,0,0.06,2,2.94,2
97143,True,0,0.06,2,2.94,2
97144,True,0,0.06,2,2.94,2
97145,True,0,0.06,2,2.94,2
97146,True,0,0.06,2,2.94,2
97147,True,0,0.06,2,2.94,2
97148,True,0,0.06,2,2.94,2
97149,True,0,0.06,2,2.94,2
97150,True,0,0.06,2,2.94,2
97151,True,0,0.06,2,2.94,2
97152,True,0,0.06,2,2.94,2
97153,True,0,0.06,2,2.94,2
97154,True,0,0.06,2,2.94,2
97155,True,0,0.06,2,2.94,2
97156,True,0,0.06,2,2.94,2
97157,True,0,0.06,2,2.94,2
97158,True,0,0.06,2,2.94,2
97159,True,0,0.06,2,2.94,2
97160,True,0,0.06,2,2.94,2
97161,True,0,0.06,2,2.94,2
97162,True,0,0.06,2,2.94,2
97163,True,0,0.06,2,2.94,2
97164,True,0,0.06,2,2.94,2
97165,True,0,0.06,2,2.94,2
97166,True,0,0.06,2,2.94,2
97167,True,0,0.06,2,2.94,2
97168,True,0,0.06,2,2.94,2
97169,True,0,0.06,2,2.94,2
97170,True,0,0.06,2,2.94,2
97171,True,0,0.06,2,2.94,2
97172,True,0,0.06,2,2.94,2
97173,True,0,0.06,2,2.94,2
97174,True,0,0.06,2,2.94,2
97175,True,0,0.06,2,2.94,2
97176,True,0,0.06,2,2.94,2
97177,True,0,0.06,2,2.94,2
97178,True,0,0.06,2,2.94,2
97179,True,0,0.06,2,2.94,2
97180,True,0,0.06,2,2.94,2
97181,True,0,0.06,2,2.94,2
97182,True,0,0.06,2,2.94,2
97183,True,0,0.06,2,2.94,2
97184,True,0,0.06,2,2.94,2
97185,True,0,0.06,2,2.94,2
97186,True,0,0.06,2,2.94,2
97187,True,0,0.06,2,2.94,2
97188,True,0,0.06,2,2.94,2
97189,True,0,0.06,2,2.94,2
97190,True,0,0.06,2,2.94,2
97191,True,0,0.06,2,2.94,2
97192,True,0,0.06,2,2.94,2
97193,True,0,0.06,2,2.94,2
97194,True,0,0.06,2,2.94,2
97195,True,0,0.06,2,2.94,2
97196,True,0,0.06,2,2.94,2
97197,True,0,0.06,2,2.94,2
97198,True,0,0.06,2,2.94,2
97199,True,0,0.06,2,2.94,2
97200,True,0,0.06,2,2.94,2
97201,True,0,0.06,2,2.94,2
97202,True,0,0.06,2,2.94,2
97203,True,0,0.06,2,2.94,2
97204,True,0,0.06,2,2.94,2
97205,True,0,0.06,2,2.94,2
97206,True,0,0.06,2,2.94,2
97207,True,0,0.06,2,2.94,2
97208,True,0,0.06,2,2.94,2
97209,True,0,0.06,2,2.94,2
97210,True,0,0.06,2,2.94,2
97211,True,0,0.06,2,2.94,2
97212,True,0,0.06,2,2.94,2
97213,True,0,0.06,2,2.94,2
97214,True,0,0.06,2,2.94,2
97215,True,0,0.06,2,2.94,2
97216,True,0,0.06,2,2.94,2
97217,True,0,0.06,2,2.94,2
97218,True,0,0.06,2,2.94,2
97219,True,0,0.06,2,2.94,2
97220,True,0,0.06,2,2.94,2
97221,True,0,0.06,2,2.94,2
97222,True,0,0.06,2,2.94,2
97223,True,0,0.06,2,2.94,2
97224,True,0,0.06,2,2.94,2
97225,True,0,0.06,2,2.94,2
97226,True,0,0.06,2,2.94,2
97227,True,0,0.06,2,2.94,2
97228,True,0,0.06,2,2.94,2
97229,True,0,0.06,2,2.94,2
97230,True,0,0.06,2,2.94,2
97231,True,0,0.06,2,2.94,2
97232,True,0,0.06,2,2.94,2
97233,True,0,0.06,2,2.94,2
97234,True,0,0.06,2,2.94,2
97235,True,0,0.06,2,2.94,2
97236,True,0,0.06,2,2.94,2
97237,True,0,0.06,2,2.94,2
97238,True,0,0.06,2,2.94,2
97239,True,0,0.06,2,2.94,2
97240,True,0,0.06,2,2.94,2
97241,False,1,0.06,1,1.0,1
97242,True,0,0.06,2,2.94,2
97243,True,0,0.06,2,2.94,2
97244,True,0,0.06,2,2.94,2
97245,True,0,0.06,2,2.94,2
97246,True,0,0.06,2,2.94,2
97247,True,0,0.06,2,2.94,2
97248,True,0,0.06,2,2.94,2
97249,True,0,0.06,2,2.94,2
97250,True,0,0.06,2,2.94,2
97251,True,0,0.06,2,2.94,2
97252,True,0,0.06,2,2.94,2
97253,True,0,0.06,2,2.94,2
97254,True,0,0.06,2,2.94,2
97255,True,0,0.06,2,2.94,2
97256,True,0,0.06,2,2.94,2
97257,True,0,0.06,2,2.94,2
97258,True,0,0.06,2,2.94,2
97259,True,0,0.06,2,2.94,2
97260,True,0,0.06,2,2.94,2
97261,True,0,0.06,2,2.94,2
97262,True,0,0.06,2,2.94,2
97263,True,0,0.06,2,2.94,2
97264,True,0,0.06,2,2.94,2
97265,True,0,0.06,2,2.94,2
97266,True,0,0.06,2,2.94,2
97267,True,0,0.06,2,2.94,2
97268,True,0,0.06,2,2.94,2
97269,True,0,0.06,2,2.94,2
97270,True,0,0.06,2,2.94,2
97271,True,0,0.06,2,2.94,2
97272,True,0,0.06,2,2.94,2
97273,True,0,0.06,2,2.94,2
97274,True,0,0.06,2,2.94,2
97275,True,0,0.06,2,2.94,2
97276,True,0,0.06,2,2.94,2
97277,True,0,0.06,2,2.94,2
97278,True,0,0.06,2,2.94,2
97279,True,0,0.06,2,2.94,2
97280,True,0,0.06,2,2.94,2
97281,False,1,0.06,1,1.0,1
97282,True,0,0.06,2,2.94,2
97283,True,0,0.06,2,2.94,2
97284,True,0,0.06,2,2.94,2
97285,False,1,0.06,1,1.0,1
97286,True,0,0.06,2,2.94,2
97287,True,0,0.06,2,2.94,2
97288,True,0,0.06,2,2.94,2
97289,True,0,0.06,2,2.94,2
97290,True,0,0.06,2,2.94,2
97291,True,0,0.06,2,2.94,2
97292,True,0,0.06,2,2.94,2
97293,True,0,0.06,2,2.94,2
97294,True,0,0.06,2,2.94,2
97295,True,0,0.06,2,2.94,2
97296,True,0,0.06,2,2.94,2
97297,True,0,0.06,2,2.94,2
97298,True,0,0.06,2,2.94,2
97299,False,1,0.06,1,1.0,1
97300,False,1,0.06,1,1.0,1
97301,True,0,0.06,2,2.94,2
97302,True,0,0.06,2,2.94,2
97303,True,0,0.06,2,2.94,2
97304,True,0,0.06,2,2.94,2
97305,True,0,0.06,2,2.94,2
97306,True,0,0.06,2,2.94,2
97307,True,0,0.06,2,2.94,2
97308,False,1,0.06,1,1.0,1
97309,True,0,0.06,2,2.94,2
97310,True,0,0.06,2,2.94,2
97311,True,0,0.06,2,2.94,2
97312,True,0,0.06,2,2.94,2
97313,False,1,0.06,1,1.0,1
97314,True,0,0.06,2,2.94,2
97315,True,0,0.06,2,2.94,2
97316,True,0,0.06,2,2.94,2
97317,True,0,0.06,2,2.94,2
97318,True,0,0.06,2,2.94,2
97319,True,0,0.06,2,2.94,2
97320,True,0,0.06,2,2.94,2
97321,True,0,0.06,2,2.94,2
97322,True,0,0.06,2,2.94,2
97323,True,0,0.06,2,2.94,2
97324,True,0,0.06,2,2.94,2
97325,True,0,0.06,2,2.94,2
97326,True,0,0.06,2,2.94,2
97327,True,0,0.06,2,2.94,2
97328,True,0,0.06,2,2.94,2
97329,True,0,0.06,2,2.94,2
97330,True,0,0.06,2,2.94,2
97331,True,0,0.06,2,2.94,2
97332,True,0,0.06,2,2.94,2
