,(1+p),(1-p),(n*n),(n*p*n),(n*p*n*p),(n*p*x),(n*p*y),(n*p+n),(n*p+x),(n*p+y),(n*p-n),(n*p-x),(n*p-y),(n*x),(n*y),(n+x),(n+y),(n-n*p),(n-x),(n-y),(x*x),(x*y),(x+y),(x-n),(x-n*p),(x-y),(y*y),(y-n),(y-n*p),(y-x),expected_post,n,n*p,p,post-init,x,y
884,1.01,0.99,1,0.01,0.0,0.0,0.25,1.01,0.01,25.01,-0.99,0.01,-24.99,0,25,1,26,0.99,1,-24,0,0,25,-1,-0.01,-25,625,24,24.99,25,24.744,1,0.01,0.01,24.744,0,25
885,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
886,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,347.122,25,24.75,0.99,322.122,25,0
887,1.01,0.99,144,1.44,0.01,3.0,3.0,12.12,25.12,25.12,-11.88,-24.88,-24.88,300,300,37,37,11.88,-13,-13,625,625,50,13,24.88,0,625,13,24.88,0,322.718,12,0.12,0.01,297.718,25,25
888,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9913333333333333,1,0.99,0.99,0.9913333333333333,0,0
889,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.768,25,24.75,0.99,321.768,0,0
890,1.99,0.01,169,167.31,165.64,321.75,321.75,25.87,37.87,37.87,-0.13,-12.13,-12.13,325,325,38,38,0.13,-12,-12,625,625,50,12,12.13,0,625,12,12.13,0,118.42333333333333,13,12.87,0.99,93.42333333333333,25,25
891,1.99,0.01,625,618.75,612.56,0.0,297.0,49.75,24.75,36.75,-0.25,24.75,12.75,0,300,25,37,0.25,25,13,0,0,12,-25,-24.75,-12,144,-13,-12.75,12,324.81333333333333,25,24.75,0.99,324.81333333333333,0,12
892,1.01,0.99,625,6.25,0.06,6.25,6.25,25.25,25.25,25.25,-24.75,-24.75,-24.75,625,625,50,50,24.75,0,0,625,625,50,0,24.75,0,625,0,24.75,0,647.2113333333333,25,0.25,0.01,622.2113333333333,25,25
893,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.29933333333334,13,12.87,0.99,93.29933333333334,0,25
894,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.0106666666667,25,24.75,0.99,328.0106666666667,0,25
895,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.792,1,0.01,0.01,24.792,24,25
896,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966666666666667,2,1.98,0.99,2.966666666666667,0,0
897,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.988,1,0.99,0.99,0.988,0,0
898,1.01,0.99,169,1.69,0.02,0.0,0.0,13.13,0.13,0.13,-12.87,0.13,0.13,0,0,13,13,12.87,13,13,0,0,0,-13,-0.13,0,0,-13,-0.13,0,0.878,13,0.13,0.01,0.878,0,0
899,1.99,0.01,1,0.99,0.98,0.0,24.75,1.99,0.99,25.99,-0.01,0.99,-24.01,0,25,1,26,0.01,1,-24,0,0,25,-1,-0.99,-25,625,24,24.01,25,1.176,1,0.99,0.99,1.176,0,25
900,1.01,0.99,1,0.01,0.0,0.0,0.0,1.01,0.01,0.01,-0.99,0.01,0.01,0,0,1,1,0.99,1,1,0,0,0,-1,-0.01,0,0,-1,-0.01,0,0.008,1,0.01,0.01,0.008,0,0
901,1.09,0.91,625,57.4,5.27,0.0,57.4,27.3,2.3,27.3,-22.7,2.3,-22.7,0,625,25,50,22.7,25,0,0,0,25,-25,-2.3,-25,625,0,22.7,25,597.2773333333333,25,2.3,0.09183458033420318,597.2773333333333,0,25
902,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9906666666666667,1,0.99,0.99,0.9906666666666667,0,0
903,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.50733333333335,25,24.75,0.99,321.50733333333335,0,0
904,1.99,0.01,1,0.99,0.98,24.75,24.75,1.99,25.99,25.99,-0.01,-24.01,-24.01,25,25,26,26,0.01,-24,-24,625,625,50,24,24.01,0,625,24,24.01,0,26.176,1,0.99,0.99,1.1759999999999984,25,25
905,1.01,0.99,4,0.04,0.0,0.5,0.0,2.02,25.02,0.02,-1.98,-24.98,0.02,50,0,27,2,1.98,-23,2,625,0,25,23,24.98,25,0,-2,-0.02,-25,25.032666666666668,2,0.02,0.01,0.03266666666666751,25,0
906,1.99,0.01,1,0.99,0.98,24.75,0.0,1.99,25.99,0.99,-0.01,-24.01,0.99,25,0,26,1,0.01,-24,1,625,0,25,24,24.01,25,0,-1,-0.99,-25,25.994666666666667,1,0.99,0.99,0.9946666666666673,25,0
907,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.138,25,0.25,0.01,3.138,0,0
908,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.728,1,0.01,0.01,24.728,24,25
909,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966,2,1.98,0.99,2.966,0,0
910,1.83,0.17,625,517.5,428.49,517.5,248.4,45.7,45.7,32.7,-4.3,-4.3,8.7,625,300,50,37,4.3,0,13,625,300,37,0,4.3,13,144,-13,-8.7,-13,346.1206666666667,25,20.7,0.827999775353927,321.1206666666667,25,12
911,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.07533333333333,25,24.75,0.99,328.07533333333333,0,25
912,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9846666666666667,1,0.99,0.99,0.9846666666666667,0,0
913,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.3893333333333335,25,0.25,0.01,3.3893333333333335,0,0
914,1.99,0.01,625,618.75,612.56,0.0,321.75,49.75,24.75,37.75,-0.25,24.75,11.75,0,325,25,38,0.25,25,12,0,0,13,-25,-24.75,-13,169,-12,-11.75,13,325.0013333333333,25,24.75,0.99,325.0013333333333,0,13
915,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,327.888,25,24.75,0.99,327.888,0,25
916,1.01,0.99,169,1.69,0.02,3.25,3.25,13.13,25.13,25.13,-12.87,-24.87,-24.87,325,325,38,38,12.87,-12,-12,625,625,50,12,24.87,0,625,12,24.87,0,348.01,13,0.13,0.01000000168537027,323.01,25,25
917,1.99,0.01,625,618.75,612.56,618.75,321.75,49.75,49.75,37.75,-0.25,-0.25,11.75,625,325,50,38,0.25,0,12,625,325,38,0,0.25,12,169,-12,-11.75,-12,349.998,25,24.75,0.99,324.998,25,13
918,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.40666666666667,13,12.87,0.99,93.40666666666667,0,25
919,1.99,0.01,225,222.75,220.52,0.0,371.25,29.85,14.85,39.85,-0.15,14.85,-10.15,0,375,15,40,0.15,15,-10,0,0,25,-15,-14.85,-25,625,10,10.15,25,122.576,15,14.85,0.99,122.576,0,25
920,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
921,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,346.75733333333335,25,24.75,0.99,321.75733333333335,25,0
922,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.992,1,0.99,0.99,0.992,0,0
923,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.89866666666666,25,24.75,0.99,321.89866666666666,0,0
924,1.01,0.99,1,0.01,0.0,0.0,0.25,1.01,0.01,25.01,-0.99,0.01,-24.99,0,25,1,26,0.99,1,-24,0,0,25,-1,-0.01,-25,625,24,24.99,25,24.744,1,0.01,0.01,24.744,0,25
925,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
926,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,347.122,25,24.75,0.99,322.122,25,0
927,1.01,0.99,144,1.44,0.01,3.0,3.0,12.12,25.12,25.12,-11.88,-24.88,-24.88,300,300,37,37,11.88,-13,-13,625,625,50,13,24.88,0,625,13,24.88,0,322.718,12,0.12,0.01,297.718,25,25
928,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9913333333333333,1,0.99,0.99,0.9913333333333333,0,0
929,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.768,25,24.75,0.99,321.768,0,0
930,1.99,0.01,169,167.31,165.64,321.75,321.75,25.87,37.87,37.87,-0.13,-12.13,-12.13,325,325,38,38,0.13,-12,-12,625,625,50,12,12.13,0,625,12,12.13,0,118.42333333333333,13,12.87,0.99,93.42333333333333,25,25
931,1.99,0.01,625,618.75,612.56,0.0,297.0,49.75,24.75,36.75,-0.25,24.75,12.75,0,300,25,37,0.25,25,13,0,0,12,-25,-24.75,-12,144,-13,-12.75,12,324.81333333333333,25,24.75,0.99,324.81333333333333,0,12
932,1.01,0.99,625,6.25,0.06,6.25,6.25,25.25,25.25,25.25,-24.75,-24.75,-24.75,625,625,50,50,24.75,0,0,625,625,50,0,24.75,0,625,0,24.75,0,647.2113333333333,25,0.25,0.01,622.2113333333333,25,25
933,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.29933333333334,13,12.87,0.99,93.29933333333334,0,25
934,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.0106666666667,25,24.75,0.99,328.0106666666667,0,25
935,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.792,1,0.01,0.01,24.792,24,25
936,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966666666666667,2,1.98,0.99,2.966666666666667,0,0
937,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.988,1,0.99,0.99,0.988,0,0
938,1.01,0.99,169,1.69,0.02,0.0,0.0,13.13,0.13,0.13,-12.87,0.13,0.13,0,0,13,13,12.87,13,13,0,0,0,-13,-0.13,0,0,-13,-0.13,0,0.878,13,0.13,0.01,0.878,0,0
939,1.99,0.01,1,0.99,0.98,0.0,24.75,1.99,0.99,25.99,-0.01,0.99,-24.01,0,25,1,26,0.01,1,-24,0,0,25,-1,-0.99,-25,625,24,24.01,25,1.176,1,0.99,0.99,1.176,0,25
940,1.01,0.99,1,0.01,0.0,0.0,0.0,1.01,0.01,0.01,-0.99,0.01,0.01,0,0,1,1,0.99,1,1,0,0,0,-1,-0.01,0,0,-1,-0.01,0,0.008,1,0.01,0.01,0.008,0,0
941,1.09,0.91,625,57.4,5.27,0.0,57.4,27.3,2.3,27.3,-22.7,2.3,-22.7,0,625,25,50,22.7,25,0,0,0,25,-25,-2.3,-25,625,0,22.7,25,597.2773333333333,25,2.3,0.09183458033420318,597.2773333333333,0,25
942,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9906666666666667,1,0.99,0.99,0.9906666666666667,0,0
943,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.50733333333335,25,24.75,0.99,321.50733333333335,0,0
944,1.99,0.01,1,0.99,0.98,24.75,24.75,1.99,25.99,25.99,-0.01,-24.01,-24.01,25,25,26,26,0.01,-24,-24,625,625,50,24,24.01,0,625,24,24.01,0,26.176,1,0.99,0.99,1.1759999999999984,25,25
945,1.01,0.99,4,0.04,0.0,0.5,0.0,2.02,25.02,0.02,-1.98,-24.98,0.02,50,0,27,2,1.98,-23,2,625,0,25,23,24.98,25,0,-2,-0.02,-25,25.032666666666668,2,0.02,0.01,0.03266666666666751,25,0
946,1.99,0.01,1,0.99,0.98,24.75,0.0,1.99,25.99,0.99,-0.01,-24.01,0.99,25,0,26,1,0.01,-24,1,625,0,25,24,24.01,25,0,-1,-0.99,-25,25.994666666666667,1,0.99,0.99,0.9946666666666673,25,0
947,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.138,25,0.25,0.01,3.138,0,0
948,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.728,1,0.01,0.01,24.728,24,25
949,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966,2,1.98,0.99,2.966,0,0
950,1.83,0.17,625,517.5,428.49,517.5,248.4,45.7,45.7,32.7,-4.3,-4.3,8.7,625,300,50,37,4.3,0,13,625,300,37,0,4.3,13,144,-13,-8.7,-13,346.1206666666667,25,20.7,0.827999775353927,321.1206666666667,25,12
951,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.07533333333333,25,24.75,0.99,328.07533333333333,0,25
952,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9846666666666667,1,0.99,0.99,0.9846666666666667,0,0
953,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.3893333333333335,25,0.25,0.01,3.3893333333333335,0,0
954,1.99,0.01,625,618.75,612.56,0.0,321.75,49.75,24.75,37.75,-0.25,24.75,11.75,0,325,25,38,0.25,25,12,0,0,13,-25,-24.75,-13,169,-12,-11.75,13,325.0013333333333,25,24.75,0.99,325.0013333333333,0,13
955,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,327.888,25,24.75,0.99,327.888,0,25
956,1.01,0.99,169,1.69,0.02,3.25,3.25,13.13,25.13,25.13,-12.87,-24.87,-24.87,325,325,38,38,12.87,-12,-12,625,625,50,12,24.87,0,625,12,24.87,0,348.01,13,0.13,0.01000000168537027,323.01,25,25
957,1.99,0.01,625,618.75,612.56,618.75,321.75,49.75,49.75,37.75,-0.25,-0.25,11.75,625,325,50,38,0.25,0,12,625,325,38,0,0.25,12,169,-12,-11.75,-12,349.998,25,24.75,0.99,324.998,25,13
958,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.40666666666667,13,12.87,0.99,93.40666666666667,0,25
959,1.99,0.01,225,222.75,220.52,0.0,371.25,29.85,14.85,39.85,-0.15,14.85,-10.15,0,375,15,40,0.15,15,-10,0,0,25,-15,-14.85,-25,625,10,10.15,25,122.576,15,14.85,0.99,122.576,0,25
960,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
961,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,346.75733333333335,25,24.75,0.99,321.75733333333335,25,0
962,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.992,1,0.99,0.99,0.992,0,0
963,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.89866666666666,25,24.75,0.99,321.89866666666666,0,0
964,1.01,0.99,1,0.01,0.0,0.0,0.25,1.01,0.01,25.01,-0.99,0.01,-24.99,0,25,1,26,0.99,1,-24,0,0,25,-1,-0.01,-25,625,24,24.99,25,24.744,1,0.01,0.01,24.744,0,25
965,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
966,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,347.122,25,24.75,0.99,322.122,25,0
967,1.01,0.99,144,1.44,0.01,3.0,3.0,12.12,25.12,25.12,-11.88,-24.88,-24.88,300,300,37,37,11.88,-13,-13,625,625,50,13,24.88,0,625,13,24.88,0,322.718,12,0.12,0.01,297.718,25,25
968,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9913333333333333,1,0.99,0.99,0.9913333333333333,0,0
969,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.768,25,24.75,0.99,321.768,0,0
970,1.99,0.01,169,167.31,165.64,321.75,321.75,25.87,37.87,37.87,-0.13,-12.13,-12.13,325,325,38,38,0.13,-12,-12,625,625,50,12,12.13,0,625,12,12.13,0,118.42333333333333,13,12.87,0.99,93.42333333333333,25,25
971,1.99,0.01,625,618.75,612.56,0.0,297.0,49.75,24.75,36.75,-0.25,24.75,12.75,0,300,25,37,0.25,25,13,0,0,12,-25,-24.75,-12,144,-13,-12.75,12,324.81333333333333,25,24.75,0.99,324.81333333333333,0,12
972,1.01,0.99,625,6.25,0.06,6.25,6.25,25.25,25.25,25.25,-24.75,-24.75,-24.75,625,625,50,50,24.75,0,0,625,625,50,0,24.75,0,625,0,24.75,0,647.2113333333333,25,0.25,0.01,622.2113333333333,25,25
973,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.29933333333334,13,12.87,0.99,93.29933333333334,0,25
974,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.0106666666667,25,24.75,0.99,328.0106666666667,0,25
975,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.792,1,0.01,0.01,24.792,24,25
976,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966666666666667,2,1.98,0.99,2.966666666666667,0,0
977,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.988,1,0.99,0.99,0.988,0,0
978,1.01,0.99,169,1.69,0.02,0.0,0.0,13.13,0.13,0.13,-12.87,0.13,0.13,0,0,13,13,12.87,13,13,0,0,0,-13,-0.13,0,0,-13,-0.13,0,0.878,13,0.13,0.01,0.878,0,0
979,1.99,0.01,1,0.99,0.98,0.0,24.75,1.99,0.99,25.99,-0.01,0.99,-24.01,0,25,1,26,0.01,1,-24,0,0,25,-1,-0.99,-25,625,24,24.01,25,1.176,1,0.99,0.99,1.176,0,25
980,1.01,0.99,1,0.01,0.0,0.0,0.0,1.01,0.01,0.01,-0.99,0.01,0.01,0,0,1,1,0.99,1,1,0,0,0,-1,-0.01,0,0,-1,-0.01,0,0.008,1,0.01,0.01,0.008,0,0
981,1.09,0.91,625,57.4,5.27,0.0,57.4,27.3,2.3,27.3,-22.7,2.3,-22.7,0,625,25,50,22.7,25,0,0,0,25,-25,-2.3,-25,625,0,22.7,25,597.2773333333333,25,2.3,0.09183458033420318,597.2773333333333,0,25
982,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9906666666666667,1,0.99,0.99,0.9906666666666667,0,0
983,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.50733333333335,25,24.75,0.99,321.50733333333335,0,0
984,1.99,0.01,1,0.99,0.98,24.75,24.75,1.99,25.99,25.99,-0.01,-24.01,-24.01,25,25,26,26,0.01,-24,-24,625,625,50,24,24.01,0,625,24,24.01,0,26.176,1,0.99,0.99,1.1759999999999984,25,25
985,1.01,0.99,4,0.04,0.0,0.5,0.0,2.02,25.02,0.02,-1.98,-24.98,0.02,50,0,27,2,1.98,-23,2,625,0,25,23,24.98,25,0,-2,-0.02,-25,25.032666666666668,2,0.02,0.01,0.03266666666666751,25,0
986,1.99,0.01,1,0.99,0.98,24.75,0.0,1.99,25.99,0.99,-0.01,-24.01,0.99,25,0,26,1,0.01,-24,1,625,0,25,24,24.01,25,0,-1,-0.99,-25,25.994666666666667,1,0.99,0.99,0.9946666666666673,25,0
987,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.138,25,0.25,0.01,3.138,0,0
988,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.728,1,0.01,0.01,24.728,24,25
989,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966,2,1.98,0.99,2.966,0,0
990,1.83,0.17,625,517.5,428.49,517.5,248.4,45.7,45.7,32.7,-4.3,-4.3,8.7,625,300,50,37,4.3,0,13,625,300,37,0,4.3,13,144,-13,-8.7,-13,346.1206666666667,25,20.7,0.827999775353927,321.1206666666667,25,12
991,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.07533333333333,25,24.75,0.99,328.07533333333333,0,25
992,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9846666666666667,1,0.99,0.99,0.9846666666666667,0,0
993,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.3893333333333335,25,0.25,0.01,3.3893333333333335,0,0
994,1.99,0.01,625,618.75,612.56,0.0,321.75,49.75,24.75,37.75,-0.25,24.75,11.75,0,325,25,38,0.25,25,12,0,0,13,-25,-24.75,-13,169,-12,-11.75,13,325.0013333333333,25,24.75,0.99,325.0013333333333,0,13
